1;0,1;1,1;1,1;2,1;1,1;0,1;0,1;0,1;1,1;1,1;1,1;1,1;0,1;2,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;2,1;1,1;1,1;1,1;1,1;1,1;1,1;2,1;1,1;1,1;1,1;1,1;1,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;1,3;4,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;1,2;0,2;0,3;4,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;1,3;4,3;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,3;4,3;0,3;0,3;0,3;0,3;1,3;4,3;1,3;4,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;1,3;4,3;1,2;0,2;0,3;4,3;1,3;4,3;1,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;1,3;4,3;1,2;0,2;0,2;0,2;0,3;4,3;1,3;4,3;1,3;4,3;1,3;4,3;0,1;0
1;0,3;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,1;0
1;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
1;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;3,3;2,3;3,3;2,3;3,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
1;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;3,3;2,2;0,3;4,3;0,3;0,3;0,3;0,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
1;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;1,2;0,3;3,3;0,3;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0
2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;1,3;4,3;1,2;0,2;0,2;0,3;3,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0
1;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
1;0,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;3,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;3,1;0
1;0,3;0,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,3;3,3;0,3;0,3;2,2;0,2;0,2;0,2;0,3;3,3;2,2;0,2;0,3;3,3;2,3;3,3;2,2;0,2;0,2;0,2;0,3;3,3;2,3;3,3;0,1;0
1;0,3;0,3;0,3;0,3;2,3;3,3;2,2;0,2;0,3;3,3;0,3;0,3;0,3;0,3;2,2;0,2;0,3;3,3;0,3;0,3;2,3;3,3;0,3;0,3;0,3;0,3;2,3;3,3;2,3;3,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;2,3;3,3;0,3;0,3;0,3;0,3;0,3;0,3;2,3;3,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;3,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;4
D;4;128;2240;1000;Room8,H;4;128;0;1000;Room4
Gravestone_1;2000;200,Gravestone_3;1900;216,Gravestone_1;1800;180,Gravestone_2;1700;220,Gravestone_3;1600;195,Gravestone_1;2100;198,Gravestone_2;1500;164,Gravestone_3;1400;222,Gravestone_2;1300;200,Gravestone_1;1200;186,Gravestone_3;1100;205,Gravestone_2;1000;211,Gravestone_1;900;177,Gravestone_2;800;190,Gravestone_3;700;203,Gravestone_1;600;198,Gravestone_1;500;1880,Gravestone_2;400;190,Gravestone_3;300;233,Gravestone_2;200;208,Gravestone_1;100;200,DeadTree;540;400,Tree;128;128,Tree_2;2100;128,Tree_3;2000;428,Tree_2;1800;128,Tree_3;128;768,Bush;150;1300,Fountain;1000;1000,Tree;340;600,Tree_3;180;430,Tree;496;170,Gravestone_1;870;330,Gravestone_4;920;350,Tree_3;1200;450,DeadTree;1520;400,Bush;1740;475,Tree;2100;570,Gravestone_1;2110;1360,Gravestone_2;2000;1420,Gravestone_4;2100;1500,DeadTree;1560;1430,Gravestone_3;1474;1166,Tree;1160;990,DeadTree;1220;1430,Bush;780;1450,Tree_2;260;1475
Guapo;100;100,Guapo;200;200,Guapo;300;300,Guapo;400;400,Guapo;500;500,Guapo;1600;600,Guapo;1000;100,Zombie;1500;200,Zombie;1550;400,Zombie;500;1000,Zombie;1500;1600,Guapo;600;600,Zombie;1500;1000,Skeleton;1400;800
