1;0,1;1,1;1,1;2,1;1,1;0,1;0,2;0,2;0,1;1,1;1,1;1,1;0,1;2,1;1,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,3;4,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;4,3;0,1;0
1;0,3;0,3;0,3;0,3;2,2;0,2;0,2;0,2;0,3;3,3;2,2;0,2;0,2;0,3;4,1;0
1;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,3;3,3;0,3;0,3;2,2;0,2;0,2;0,1;0
1;0,3;0,3;0,3;0,3;2,2;0,2;0,2;0,3;4,3;0,3;0,3;1,2;0,2;0,2;0,2;0
1;0,3;0,3;0,3;0,3;1,2;0,2;0,2;0,2;0,3;4,3;1,2;0,2;0,2;0,2;0,2;0
1;0,3;0,3;0,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,1;0
1;0,3;0,3;0,3;0,3;0,3;2,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,3;3,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;2,3;3,3;2,3;3,3;2,3;3,3;2,3;3,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,1;0
1;3,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;4
J;4;128;1020;384;Room4,K;128;4;448;0;Room2
Tree_3;110;800,Tree_2;900;100,Bush;640;390,Tree_2;200;150,Gravestone_2;150;300,DeadTree;900;700,Tree;800;800,Gravestone_1;515;670,Gravestone_3;640;670,Gravestone_4;770;670
Guapo;200;100,Guapo;350;750,Guapo;800;150,Zombie;150;320,Skeleton;150;520
